Summons Number,Plate ID,Registration State,Violation Code
102870,GGD5487,NY,71
102871,HEB3106,NY,21
102872,HXY4855,NY,21
102873,HTW9948,NY,21
102874,H87NDD,QB,21
102875,HZD7159,NY,21
102876,HRP6708,NY,21
102877,HCB8162,NY,21
102878,GSX4390,NY,21
102879,HNZ5302,NY,21
102880,GMA9799,NY,21
102881,HKT2417,NY,21
102882,KLL8686,PA,21
102883,HSN5322,NY,21
102884,HTV9056,NY,21
102885,HZK2692,NY,70
102886,HVJ4165,NY,21
102887,HSK3945,NY,21
102888,HZK8390,NY,21
102889,GJT3799,NY,21
102890,HKV9703,NY,21
102891,HTA7645,NY,20
102892,HRJ2793,NY,21
102893,HWX1228,NY,46
102894,GRS4328,NY,70
102895,HGZ5809,NY,70
102896,HWG2059,NY,46
102897,HCM7798,NY,16
102898,HGP8027,NY,71
102899,HSS6469,NY,46
102900,HFP6755,NY,46
102901,HUL4633,NY,51
102902,HYB2819,NY,21
102903,GRS3646,NY,20
102904,HAT1878,NY,21
102905,HZF9273,NY,21
102906,HFW3523,NY,21
102907,HSL2628,NY,21
102908,HDY7472,NY,21
102909,GKP5732,NY,21
102910,J60KBN,NJ,50
102911,HVK5442,NY,21
102912,HZL8105,NY,21
102913,HKV3026,NY,21
102914,HYB2733,NY,20
102915,L39HHJ,NJ,21
102916,HZU9001,NY,14
102917,GTS4797,NY,40
102918,GYD5441,NY,40
102919,HTC8635,NY,40
102920,HYB5513,NY,21
102921,GRT2104,NY,21
102922,HNC7187,NY,21
102923,HPU7581,NY,21
102924,GTM5525,NY,21
102925,GTM5525,NY,71
102926,HYY1727,NY,21
102927,M0GITR,VA,21
102928,GCD8715,NY,21
102929,HXA1277,NY,21
102930,JAW4093,NY,14
102931,JAB6042,NY,14
102932,HUJ9391,NY,14
102933,HUU6472,NY,20
102934,HTC8635,NY,46
102935,HSL2858,NY,20
102936,HTA8755,NY,71
102937,HTA8755,NY,71
102938,HLA4281,NY,21
102939,HZS5836,NY,21
102940,HVN5902,NY,21
102941,HGU1189,NY,21
102942,HGU1189,NY,70
102943,HVN2642,NY,21
102944,HWT3545,NY,21
102945,HCB4985,NY,21
102946,GZK7358,NY,21
102947,GZK7358,NY,71
102948,HDB8702,NY,46
102949,HSH4721,NY,14
102950,HPW3328,NY,71
102951,HWZ8353,NY,14
102952,GCK4458,NY,71
102953,HAX9867,NY,40
102954,HDX7680,NY,71
102955,GZY1417,NY,71
102956,JWR7644,PA,40
102957,JBD4591,NY,19
102958,HWU9233,NY,20
102959,GWM3702,NY,40
102960,GDP4182,NY,71
102961,HHV8737,NY,70
102962,HDC5932,NY,71
102963,HVN5902,NY,21
102964,HVN6291,NY,21
102965,GMT8054,NY,21
102966,HPU5585,NY,21
102967,HSZ4803,NY,21
102968,JAJ1396,NY,14
102969,HPE9208,NY,20
102970,GZT8232,NY,20
102971,HZY6063,NY,20
102972,HRK9673,NY,40
102973,HBS8083,NY,14
102974,HWZ8044,NY,40
102975,HSZ3115,NY,20
102976,HLA6054,NY,40
102977,HLA6054,NY,70
102978,HLA6054,NY,75
102979,HKH5718,NY,51
102980,HWT3545,NY,51
102981,GDJ3661,NY,21
102982,HCV2372,NY,21
102983,HJV3400,NY,21
102984,HKB7468,OH,14
102985,HRV6963,NY,40
102986,GIGW77,FL,24
102987,GGB4882,NY,14
102988,GXB5541,NY,46
102989,HME5520,NY,48
102990,GAL3822,NY,46
102991,GUV2386,NY,20
102992,HPE3952,NY,24
102993,GGW9090,NY,19
102994,HBU6928,NY,20
102995,HDF3563,NY,40
102996,HRB2928,NY,20
102997,HGK1187,NY,19
102998,KME6450,PA,20
102999,HKE4113,NY,46
103000,KME8239,PA,40
103001,JWC6922,TX,19
103002,K35GTP,NJ,19
103003,GXR4179,NY,71
103004,HMP5228,PA,40
103005,GFE5362,NY,40
103006,HWC2269,NY,14
103007,HVY7043,NY,40
103008,HNV5878,NY,40
103009,HYR4179,NY,40
103010,HXN1491,NY,40
103011,HDV1237,NY,21
103012,GABSTAR,PA,21
103013,GMT8054,NY,21
103014,HYB5592,NY,46
103015,GYD6452,NY,40
103016,HXA1277,NY,20
103017,GWM2462,NY,20
103018,GWM2462,NY,71
103019,HXH6730,NY,40
103020,HLD4142,NY,14
103021,GXC4675,NY,37
103022,HJD9872,NY,20
103023,HNJ1104,NY,20
103024,HZH8021,NY,20
103025,JAE7580,NY,38
103026,HDE5649,NY,16
103027,HRK7436,NY,40
103028,HWB9684,NY,20
103029,GPH8490,NY,20
103030,HHS5022,NY,37
103031,HWF1829,NY,20
103032,GER7214,NY,14
103033,HLA7872,NY,38
103034,GSN9026,NY,20
103035,HDV2056,NY,38
103036,HDV2056,NY,70
103037,HGM8563,NY,20
103038,M94FMN,NJ,38
103039,HPA2331,NY,71
103040,GXE7336,NY,38
103041,HLA3754,NY,37
103042,HHP7140,NY,70
103043,HCL8191,NY,37
103044,HLA3886,NY,38
103045,GRG8717,NY,70
103046,HMJ6802,NY,14
103047,GEJ9541,NY,21
103048,HMJ8422,NY,21
103049,GSG4962,NY,70
103050,GKY8623,NY,71
103051,HHV9666,NY,70
103052,HHV9666,NY,71
103053,GBS6007,NY,70
103054,HRK7338,NY,71
103055,GAR6680,NY,20
103056,HXA7569,NY,40
103057,HXV2455,NY,21
103058,HDS8683,NY,21
103059,HUN1084,NY,70
103060,HUN1084,NY,21
103061,HGV4094,NY,70
103062,HHU2668,NY,71
103063,HFP8288,NY,70
103064,GHK5109,NY,37
103065,HYW9303,NY,38
103066,HXL1834,NY,38
103067,HCF8321,NY,37
103068,HPC5737,NY,38
103069,HYS4793,NY,14
103070,HRZ2633,NY,14
103071,HRZ2633,NY,71
103072,HVN4451,NY,14
103073,HYB5878,NY,14
103074,GXP3979,NY,14
103075,GJY5098,NY,37
103076,JAD7403,NY,46
103077,HRF4242,NY,16
103078,GHP9717,NY,14
103079,HCW1071,NY,14
103080,HCN7479,NY,14
103081,HPZ2451,NY,71
103082,HUZ2410,NY,38
103083,HWX3190,NY,40
103084,HVL1133,NY,9
103085,HUW4275,NY,9
103086,HYS4378,NY,9
103087,GRD1420,NY,9
103088,HXA8334,NY,9
103089,GPN1832,NY,70
103090,GRN4645,NY,37
103091,HNV6136,NY,37
103092,GRV5058,NY,70
103093,HYX9507,NY,14
103094,HZG7652,NY,37
103095,HHS4470,NY,14
103096,HFJ6572,NY,38
103097,HVV5595,NY,37
103098,HTH2209,NY,38
103099,GWU8898,NY,37
103100,J24FLD,NJ,38
103101,HYB6617,NY,21
103102,HWX3908,NY,21
103103,HWR3970,NY,21
103104,JAE7163,NY,21
103105,HUZ8365,NY,21
103106,HJE5717,NY,21
103107,HFP9204,NY,24
103108,HLZ1345,NY,21
103109,GBL2097,PA,21
103110,GER3429,NY,21
103111,GYJ6110,NY,21
103112,GYJ6110,NY,71
103113,HNN4466,NY,16
103114,MXF626,SC,16
103115,GWD4438,NY,14
103116,HBY4642,NY,14
103117,GL68526,IL,14
103118,GHP2765,NY,24
103119,GNJ7391,NY,24
103120,HNJ2214,NY,14
103121,HSC8401,NY,14
103122,HBM7928,NY,24
103123,GZY3059,NY,71
103124,HBB3341,NY,46
103125,HRL3657,NY,70
103126,GRA5343,NY,70
103127,HJP5877,NY,24
103128,GFC6629,NY,24
103129,HNJ3699,NY,24
103130,HNJ3699,NY,71
103131,JAJ4620,NY,24
103132,HSA2582,NY,14
103133,GKV6701,NY,51
103134,HBU1640,NY,21
103135,GCIDOYD,NY,21
103136,HMP4356,NY,21
103137,HWT3390,NY,21
103138,HUW1071,NY,21
103139,HYZ9833,NY,21
103140,GMD1009,NY,21
103141,GXF1806,NY,71
103142,HYB1046,NY,71
103143,HYB5076,NY,21
103144,HMP9717,NY,71
103145,HCV7394,NY,37
103146,J46JRN,NJ,19
103147,HUJ4644,NY,70
103148,KMA0128,PA,40
103149,HKB8542,NY,40
103150,HDT5361,NY,70
103151,HDT5361,NY,71
103152,JAG8456,NY,71
103153,HKB8392,NY,38
103154,GRU5148,NY,14
103155,HDV5613,NY,40
103156,HDV5613,NY,70
103157,HDV5613,NY,71
103158,HVN2614,NY,14
103159,HWS5594,NY,14
103160,HMJ4933,NY,14
103161,GGM5536,NY,38
103162,GPS3348,NY,20
103163,GPS3348,NY,70
103164,GSX111,VT,14
103165,GRU9496,NY,70
103166,HZR7396,NY,70
103167,HJK4971,NY,70
103168,HAN5616,NY,21
103169,HKM6828,NY,21
103170,HVN6776,NY,21
103171,HRF8361,NY,21
103172,HEJ1781,NY,46
103173,GMU1408,NY,21
103174,HDV5878,NY,21
103175,M17KDU,NJ,21
103176,HYB2040,NY,21
103177,GFT2278,NY,21
103178,HJF5289,NY,21
103179,HKZ1250,NY,21
103180,HYY7961,NY,21
103181,HCD3175,NY,21
103182,HZM1806,NY,21
103183,HYB3563,NY,19
103184,HCX5388,NY,21
103185,HVD1257,NY,46
103186,GUU9037,NY,21
103187,HSZ6748,NY,21
103188,GXV2288,NY,21
103189,GFV2474,NY,21
103190,GTX7680,NY,21
103191,GGU9990,NY,14
103192,HBX8959,PA,24
103193,HHU1609,NY,70
103194,HYR4023,NY,74
103195,HHG6276,NY,70
103196,JAG1434,NY,9
103197,HLY9632,NY,9
103198,JXM8836,PA,9
103199,HDV5903,NY,9
103200,HYX8188,NY,9
103201,HJY6205,NY,9
103202,GRJ3624,NY,9
103203,HZD7969,NY,21
103204,GRT2174,NY,21
103205,HDV3012,NY,21
103206,HDV3012,NY,71
103207,HWS6028,NY,21
103208,HDG7550,NY,21
103209,GFC7322,NY,21
103210,GBL6011,NY,21
103211,HRE1264,PA,21
103212,GZF8895,NY,21
103213,GXF6698,NY,71
103214,GEG3872,NY,21
103215,HML5556,NY,21
103216,HYB3407,NY,21
103217,HYB3407,NY,71
103218,GUV1214,NY,38
103219,HNH8186,NY,21
103220,HHV8539,NY,70
103221,HMP2277,NY,38
103222,JAW8092,NY,20
103223,HZZ1677,NY,14
103224,HCS7979,NY,38
103225,HUS8343,NY,21
103226,HJD6429,NY,21
103227,GJP8800,NY,21
103228,HYY5019,NY,21
103229,HLX6470,NY,21
103230,HLX6470,NY,71
103231,GAR3113,NY,37
103232,HLCN92,FL,21
103233,HHS3634,NY,21
103234,HBS5937,NY,21
103235,HNF4447,NY,40
103236,GKW4899,NY,40
103237,HFB6903,NY,24
103238,GYG6429,NY,74
103239,HHS1792,NY,70
103240,HWG9897,NY,38
103241,GVH5062,NY,38
103242,HZS5680,NY,37
103243,HMZ4793,NY,71
103244,HXF8715,NY,14
103245,HZH7799,NY,20
103246,GBB7120,NY,38
103247,HSV3435,NY,40
103248,HNW4496,NY,71
103249,HXM1431,NY,20
103250,HRH6657,NY,38
103251,GCV6602,NY,37
103252,GWU4817,NY,38
103253,HBU1667,NY,20
103254,HZM3489,NY,14
103255,HFN9507,NY,38
103256,GWV5679,NY,21
103257,GPU9608,NY,21
103258,HYB4508,NY,21
103259,GWR2041,NY,21
103260,GWR2041,NY,71
103261,L11JPN,NJ,20
103262,HMJ6127,NY,21
103263,HFM4242,NY,71
103264,JXJ2611,VA,21
103265,HUS1211,NY,21
103266,HSD8888,NY,21
103267,JBB1359,NY,71
103268,HPU7371,NY,71
103269,HHV4301,NY,70
103270,HZK8184,NY,20
103271,JWRM45,FL,38
103272,JBH3491,NY,20
103273,GJT5899,NY,38
103274,HXD2127,NY,38
103275,GRJ1930,NY,70
103276,HSS5726,NY,71
103277,HTA6178,NY,71
103278,GZT8975,PA,40
103279,HXR3187,NY,71
103280,HHL4061,NY,70
103281,HRK9017,NY,71
103282,GYW6295,NY,71
103283,GSL3356,NY,71
103284,HTL7055,NY,38
103285,KRY1722,PA,38
103286,HVN5513,NY,19
103287,HKJ7190,NY,38
103288,GTB3363,NY,37
103289,HMC4735,NY,37
103290,JBD2238,NY,38
103291,JGC5843,PA,38
103292,HVN6333,NY,37
103293,GNA1001,NY,37
103294,GKD5086,NY,40
103295,HHK2614,NY,21
103296,HRG6629,NY,21
103297,HNW4482,NY,21
103298,HRN5696,NY,21
103299,HAP9429,NY,21
103300,HFG2949,NY,21
103301,GVG3363,NY,74
103302,HGT3972,NY,71
103303,HSF1896,NY,24
103304,HTS9885,NY,74
103305,HNZ8300,NY,71
103306,HGY9815,NY,70
103307,HTD1034,NY,71
103308,GED7637,NY,50
103309,JBB1009,NY,74
103310,JBB1009,NY,71
103311,GRJ1694,NY,70
103312,HUD4882,NY,71
103313,HSJ5195,NY,71
103314,GDN4581,NY,21
103315,HVE2672,NY,21
103316,HXZ2833,NY,21
103317,HGP8027,NY,21
103318,HMU2625,NY,74
103319,HZG8822,NY,21
103320,HSZ2510,NY,71
103321,GTC3951,NY,21
103322,HPB3144,NY,71
103323,HYZ3037,NY,21
103324,GTA1653,NY,21
103325,GNV8674,NY,21
103326,JAJ9800,NY,71
103327,KTA2349,PA,21
103328,HXA5621,NY,71
103329,GVY1222,NY,71
103330,KDC5251,NY,20
103331,JAF1841,NY,71
103332,KDC5251,NY,70
103333,HDV9598,NY,74
103334,GSL5976,NY,70
103335,JBD1382,NY,21
103336,HER5009,NY,21
103337,J30HBZ,NJ,21
103338,KPE8540,PA,21
103339,HKK6388,NY,21
103340,HPB3948,NY,71
103341,JBD1969,NY,21
103342,HVY5838,NY,50
103343,GMD1987,NY,71
103344,HAC7058,NY,71
103345,HTL4392,NY,37
103346,HTL4392,NY,74
103347,HNX2065,NY,38
103348,HDY6094,NY,21
103349,JRM5157,PA,21
103350,GVH9305,NY,24
103351,HEH3926,NY,37
103352,HMJ5859,NY,38
103353,HDY6094,NY,21
103354,HMJ5531,NY,38
103355,GLG3286,NY,38
103356,HLD1355,NY,19
103357,HJJ3068,NY,68
103358,HHA6313,NY,70
103359,GPN3774,PA,21
103360,HKT3801,NY,21
103361,HHB6521,NY,70
103362,GRU2929,NY,70
103363,HFP7089,NY,74
103364,GWU4922,NY,72
103365,HJK8080,NY,70
103366,JAB2414,NY,70
103367,HVS5500,NY,20
103368,HLE8050,NY,74
103369,HYB1749,NY,40
103370,GKA5239,NY,40
103371,GXL9060,NY,40
103372,GXL4459,NY,20
103373,GNR8195,NY,21
103374,GKP5732,NY,21
103375,HXU8413,NY,21
103376,JAMMYJAR,NY,21
103377,HPW1398,NY,21
103378,GGS1146,NY,21
103379,HYJ6309,NY,21
103380,GUY9197,NY,21
103381,HYZ9665,NY,21
103382,JZL6684,PA,21
103383,HYB3402,NY,21
103384,GNT2387,NY,21
103385,M26GVV,NJ,50
103386,HWG2059,NY,21
103387,MCBRIEN,NY,21
103388,HBH2996,NY,40
103389,HRA6291,NY,21
103390,HDV2297,NY,21
103391,HJE7509,NY,21
103392,GSX4390,NY,21
103393,GSM2222,NY,21
103394,HKV3026,NY,21
103395,HND7559,NY,20
103396,HFE5604,NY,20
103397,HJV4841,NY,40
103398,HRJ8886,NY,40
103399,HTW1700,NY,40
103400,HRV5280,NY,40
103401,GJT3799,NY,21
103402,GKP5732,NY,21
103403,HVE6416,NY,40
103404,GCE6633,NY,21
103405,HGW1051,NY,21
103406,GXT2694,NY,21
103407,HVN5727,NY,21
103408,KRP8728,PA,21
103409,HYY2936,TX,40
103410,HYB2286,NY,40
103411,HCE7144,NY,20
103412,HCN3395,NY,40
103413,HXX8690,NY,40
103414,HNC5268,NY,21
103415,JJHR29,FL,21
103416,HMM8309,NY,21
103417,HRK2509,NY,21
103418,HZP4774,NY,21
103419,HEF1471,NY,21
103420,GLX3998,NY,21
103421,HYZ9665,NY,21
103422,HSZ1671,NY,21
103423,HVN5020,NY,21
103424,HVM3590,NY,21
103425,HVL1423,NY,21
103426,GXL3758,NY,21
103427,GXN5187,NY,40
103428,HPC9398,NY,46
103429,HSJ4062,NY,21
103430,HAS9532,NY,21
103431,HVV4208,NY,21
103432,HCB5814,NY,21
103433,KTZ8463,PA,40
103434,GBD5549,NY,21
103435,HXU3417,NY,21
103436,GYG9806,NY,21
103437,HSL2929,NY,21
103438,HJA1498,NY,71
103439,HRB3827,NY,71
103440,MNN82Z,NJ,21
103441,GHU7355,NY,71
103442,HRG9040,NY,71
103443,HMJ5486,NY,21
103444,GFV8481,NY,71
103445,HVB7111,NY,21
103446,GJD6502,NY,21
103447,HSU5609,NY,71
103448,HBU1589,NY,21
103449,HVR6597,NY,21
103450,HFY3091,NY,70
103451,GKX9539,NY,71
103452,HZJ1591,NY,21
103453,HFQ1877,OH,21
103454,HDR2410,TX,21
103455,HKV2326,PA,21
103456,HCP8474,NY,21
103457,HKM7018,NY,21
103458,HHS2281,NY,70
103459,GLJ2737,NY,21
103460,JAB8285,NY,70
103461,HSZ4738,NY,21
103462,GLS6737,NY,21
103463,HDR2410,TX,21
103464,HHS1388,NY,21
103465,HZX7322,NY,21
103466,GVA7104,NY,21
103467,HUG5844,NY,21
103468,GZY1829,NY,21
103469,HJL8095,NY,21
103470,HTB2524,NY,21
103471,HFZ9979,NY,21
103472,HWU9369,NY,21
103473,HSZ3468,NY,21
103474,GUR1491,NY,21
103475,HSZ1384,NY,21
103476,G0228J,FL,21
103477,HVN4415,NY,21
103478,H91BKS,NJ,21
103479,HTS4962,NY,21
103480,HAU8751,NY,21
103481,HLA4113,NY,21
103482,KPR0651,PA,21
103483,ITIM37,FL,46
103484,HFY1744,NY,71
103485,HWT3471,NY,16
103486,HRD7977,NY,46
103487,HRD7977,NY,71
103488,GGA7709,NY,14
103489,GGF4596,NY,24
103490,HYH7178,NY,46
103491,HYB4825,NY,46
103492,HZJ9626,NY,16
103493,HXY3447,NY,37
103494,H2G624,NY,21
103495,HSH9364,NY,21
103496,HNJ4271,NY,21
103497,GYD6674,NY,21
103498,L28825,CT,21
103499,GWL9107,NY,21
103500,HFL8711,NY,21
103501,HGK1187,NY,21
103502,HPU8845,NY,21
103503,HWN1446,NY,46
103504,GKX7964,NY,46
103505,JAD7460,NY,46
103506,GGF2513,NY,16
103507,HNJ1205,NY,19
103508,GZN3369,NY,37
103509,GWE5155,NY,46
103510,HCS3236,NY,21
103511,GUU9806,NY,21
103512,HPB2956,NY,46
103513,GJU4040,NY,20
103514,HXZ5189,NY,19
103515,HYB5869,NY,71
103516,HEM6360,NY,19
103517,HZV6332,NY,19
103518,HZV6332,NY,70
103519,GMU3183,NY,16
103520,HVB7599,NY,16
103521,HGV8116,NY,71
103522,HAU7159,NY,38
103523,GJM5858,NY,50
103524,GPU9500,NY,38
103525,HMX8325,NY,38
103526,HLX9020,NY,17
103527,HSC5326,NY,37
103528,HGT9967,NY,37
103529,HKZ5684,NY,14
103530,GWM2450,NY,46
103531,GZZ9115,NY,20
103532,HAE9603,NY,46
103533,HXU5775,NY,38
103534,HPL4092,NY,16
103535,HMX9532,NY,71
103536,GJY5373,NY,20
103537,HXZ1251,NY,19
103538,HLY4074,NY,19
103539,GGN8051,NY,37
103540,GRD8081,NY,70
103541,GLW4501,NY,38
103542,GKC4159,NY,16
103543,KNJ7554,PA,40
103544,HHP2527,PA,38
103545,HVK1850,NY,38
103546,L37JYT,NJ,38
103547,HUZ7632,NY,37
103548,KBY1987,PA,19
103549,GYC9130,NY,14
103550,GYM9548,NY,21
103551,HSK6192,NY,21
103552,HWF5806,NY,40
103553,HKE6496,NY,19
103554,HKE6496,NY,73
103555,HNW7666,NY,21
103556,HFT4849,NY,21
103557,GFE5943,NY,21
103558,HSZ6361,NY,21
103559,HVV4193,NY,21
103560,HXW9667,NY,19
103561,HNN9847,NY,21
103562,GFF8875,NY,21
103563,GBP5253,NY,20
103564,HZK5228,NY,21
103565,HGZ5797,NY,70
103566,HYC4555,NY,46
103567,HWM6002,NY,38
103568,HYJ8487,NY,50
103569,JBS4828,NY,50
103570,G83JFS,NJ,37
103571,JAG8800,NY,38
103572,HVN5753,NY,16
103573,GTP2194,NY,16
103574,HXE7623,NY,16
103575,HUX5182,NY,19
103576,HSV7539,NY,38
103577,HZM6452,NY,40
103578,GTE5626,NY,16
103579,GRG3669,NY,70
103580,HNJ2350,NY,38
103581,HKT1648,NY,38
103582,HLA3334,NY,46
103583,HEF5008,NY,38
103584,HSL1739,NY,16
103585,KHN7161,PA,16
103586,HBN9859,NY,46
103587,IVAM23,FL,40
103588,GRU9496,NY,70
103589,HSCG31,FL,19
103590,HSZ6251,NY,71
103591,HSS7500,NY,40
103592,JAD1203,NY,70
103593,HFT4583,NY,40
103594,HNJ5057,NY,14
103595,JFJX17,FL,14
103596,HJR9056,NY,46
103597,KLC8361,PA,37
103598,HXB1278,NY,53
103599,HJN1665,NY,21
103600,GJU4180,NY,21
103601,GFW6990,NY,21
103602,HSR6134,NY,21
103603,HLM9549,NY,21
103604,HPL2579,NY,21
103605,KGT7988,PA,21
103606,JAA7230,NY,21
103607,HWA6392,NY,21
103608,HYU3579,NY,21
103609,HWU024,OK,21
103610,HZG4311,NY,21
103611,GLB8271,NY,21
103612,HLV5721,NY,51
103613,HLV5721,NY,71
103614,GTZ9192,NY,21
103615,HLA4970,NY,21
103616,HGE6187,NY,70
103617,GYU7919,NY,21
103618,HHX5374,NY,50
103619,GFW6947,NY,21
103620,GXV3545,NY,21
103621,HDU7961,NY,21
103622,KPH5812,PA,46
103623,GEP3003,NY,16
103624,GZZ6964,NY,16
103625,JNN6121,PA,19
103626,HPW4975,NY,50
103627,GDX5844,NY,37
103628,GWL9614,NY,46
103629,GAL6100,NY,46
103630,HYT1192,NY,38
103631,LMS843,NY,21
103632,HPE4190,NY,14
103633,HEB3365,NY,21
103634,HKT2152,NY,19
103635,HPJ4704,NY,37
103636,HCW8513,NY,37
103637,GLA7560,NY,38
103638,KRN6470,PA,46
103639,HLG9623,NY,38
103640,JAM3839,NY,38
103641,JBD9812,NY,19
103642,HYJ4884,NY,19
103643,HYJ4884,NY,19
103644,GWK4935,NY,18
103645,HDY9967,NY,70
103646,HMP2226,NY,14
103647,GGK7503,NY,38
103648,HXA6574,NY,46
103649,HNJ3170,NY,50
103650,HSU7291,NY,16
103651,HFM9710,NY,14
103652,HFT1028,NY,40
103653,GAR2818,NY,70
103654,HTS7942,NY,38
103655,HYS4854,NY,19
103656,HRR9479,NY,16
103657,GAR1499,NY,70
103658,HJR9501,NY,46
103659,L30HNS,NJ,46
103660,GZT9279,NY,16
103661,HXH8439,NY,71
103662,JIQU12,FL,40
103663,IPIJ23,FL,46
103664,KJN0776,PA,14
103665,GBC1926,NY,40
103666,HNF7808,NY,38
103667,HKR6777,NY,37
103668,HDD3457,NY,37
103669,HXD4205,NY,37
103670,HKM6826,NY,14
103671,GZY1761,NY,14
103672,HBB4154,NY,40
103673,GVK3311,NY,20
103674,HRM2224,NY,50
103675,GST4711,NY,38
103676,HVZ6690,NY,38
103677,HXY9912,NY,46
103678,HBB4111,NY,14
103679,GCG3493,NY,16
103680,GCG3493,NY,71
103681,GWL9811,NY,16
103682,GUY1268,NY,16
103683,HLA6553,NY,16
103684,GLP5729,NY,16
103685,GGU5269,NY,70
103686,HTK1295,NY,40
103687,HFD4665,NY,74
103688,HZJ5995,NY,20
103689,HXX1713,NY,20
103690,GYJ5581,NY,20
103691,HUY6541,NY,20
103692,GYM9589,NY,40
103693,KDT9495,PA,16
103694,HPB1666,NY,71
103695,HX65329,NY,74
103696,GGB8431,NY,20
103697,GLV9925,NY,40
103698,HPB4276,NY,40
103699,GWG9991,NY,20
103700,KNH1723,PA,20
103701,GJY8859,NY,70
103702,GJY8859,NY,71
103703,HLE8354,NY,20
103704,HTD1158,NY,14
103705,HZN8634,NY,14
103706,GAR5841,NY,14
103707,HNF7798,NY,14
103708,HJV4434,NY,40
103709,HYH1118,NY,14
103710,HKR8582,NY,14
103711,GNA7663,NY,20
103712,HTX1124,NY,20
103713,HUC1504,NY,40
103714,HMJ1112,NY,20
103715,HNR1479,NY,20
103716,HPC4385,NY,20
103717,HNJ1863,NY,16
103718,J21EKK,NJ,20
103719,HKM7024,NY,16
103720,HVN5297,NY,71
103721,HHL2962,NY,16
103722,HZX7864,NY,16
103723,HXK2376,NY,16
103724,GWR6067,NY,16
103725,GZA1407,NY,37
103726,HVZ1261,NY,20
103727,HXK4835,NY,71
103728,HPU7412,NY,38
103729,HUU6452,NY,38
103730,HFP8931,NY,19
103731,JHG179,MD,19
103732,GST1438,NY,38
103733,GXT4571,NY,37
103734,HWY3439,NY,38
103735,HCW9346,NY,70
103736,HCW9346,NY,71
103737,HDX1438,NY,27
103738,GWK2449,NY,20
103739,HUT1195,NY,20
103740,HME5547,NY,14
103741,HMN5752,NY,21
103742,HAL6563,NY,21
103743,HFG7371,NY,21
103744,HJY1049,NY,21
103745,HPD4023,NY,21
103746,HVU9953,NY,21
103747,HPU5400,NY,21
103748,HYU5900,NY,21
103749,HTW9944,NY,70
103750,HTW9944,NY,21
103751,HNJ5688,NY,21
103752,GPS5404,NY,70
103753,HXA5687,NY,16
103754,HLP7416,NY,16
103755,GWE3964,NY,16
103756,GLL1474,NY,46
103757,HFF1788,NY,14
103758,HWG5357,NY,14
103759,HSV3438,NY,14
103760,GGT3420,NY,20
103761,JAM3425,NY,20
103762,HGZ9337,NY,40
103763,HFL3521,NY,14
103764,HPW9060,NY,14
103765,KMY0424,TX,19
103766,HVF3971,NY,71
103767,HNJ5354,NY,71
103768,HBZ9507,NY,71
103769,HJL2731,NY,70
103770,HNZ7830,NY,71
103771,HNJ1849,NY,71
103772,GZY2494,NY,71
103773,KRL5226,PA,14
103774,HMY3604,NY,71
103775,GJPV70,FL,14
103776,JAE7350,NY,71
103777,GLN6527,NY,71
103778,HTB7596,NY,71
103779,HKN2398,NY,21
103780,HTB7596,NY,21
103781,GYC9292,NY,21
103782,GCK1727,NY,21
103783,GYM7415,NY,21
103784,HUR6323,NY,21
103785,HCA2238,NY,21
103786,HSL2555,NY,21
103787,HUJ9321,NY,21
103788,KJV7863,PA,21
103789,HEB3903,NY,21
103790,HRK9017,NY,16
103791,HVC5929,NY,46
103792,JAG8568,NY,46
103793,JZS2010,PA,46
103794,HXL8189,NY,46
103795,HZG7779,NY,19
103796,HXA3722,NY,14
103797,HTY6489,NY,71
103798,HZY9265,NY,20
103799,HZY9265,NY,71
103800,HTY3304,NY,71
103801,GVL4185,NY,71
103802,GXV3770,NY,71
103803,GRG6946,NY,71
103804,HWY2501,NY,71
103805,HRG2985,NY,71
103806,HDY7486,NY,71
103807,HEJ1125,NY,71
103808,HLB4828,NY,19
103809,HLB4828,NY,71
103810,HXA1875,NY,19
103811,HSA2072,NY,71
103812,HGU4670,NY,20
103813,HMJ5353,NY,38
103814,HHP5215,PA,21
103815,JCNU44,FL,21
103816,HCN2443,NY,21
103817,HBG3924,NY,21
103818,GYR1158,NY,21
103819,L84GBN,NJ,21
103820,HWM4316,NY,21
103821,HHJ5899,OH,21
103822,HVZ9244,NY,38
103823,HSE6032,NY,37
103824,HNA9277,NY,71
103825,JBD6945,NY,14
103826,HJN5641,NY,16
103827,HMJ6801,NY,14
103828,GUM7969,NY,19
103829,IICT77,FL,19
103830,HUP7625,NY,14
103831,HUP7625,NY,71
103832,HCP251,VT,19
103833,GUJ9712,NY,20
103834,HZR2760,NY,24
103835,HXA5858,NY,24
103836,GXY1780,NY,14
103837,HWC1758,NY,16
103838,HMJ8112,NY,14
103839,HLE5203,NY,14
103840,HZF9222,NY,14
103841,HYB2720,NY,14
103842,JAG8065,NY,16
103843,HEZ5379,NY,14
103844,HYB5281,NY,14
103845,HER5373,NY,14
103846,HWL3752,NY,14
103847,HAT6273,NY,14
103848,HTB7580,NY,16
103849,IMON4G,NY,16
103850,JBD2185,NY,16
103851,JLYT41,FL,16
103852,L22GPS,NJ,14
103853,JBR1028,NY,14
103854,HFZ5958,NY,14
103855,HFM9681,NY,14
103856,HFM9681,NY,70
103857,GMZ8420,NY,14
103858,GKS3861,NY,14
103859,HSJ7180,NY,10
